0.121104 2.893817285 6.028686467 9.159610114 12.28931807 14.05681482
0.127914 2.873857604 6.008768607 9.139754232 12.26860483 13.68636908
0.131461 2.871920427 6.006371531 9.136760808 12.26589801 13.50556496
0.135107 2.894511975 6.027005586 9.154846693 12.28054477 13.31860893
0.138853 2.922509862 6.052631918 9.17741089 12.30014466 13.11287033
0.142704 2.990969133 6.116039762 9.234369181 12.35060826 12.84974518
0.146661 3.037771414 6.159003487 9.272509974 12.05349566 12.05349566
0.150729 2.965945002 6.09103715 9.209513544 11.68496003 11.68496003
0.154909 2.92274538 6.049862846 9.170524728 11.43294586 11.43294586
0.159204 2.890565044 6.019031886 9.142186146 11.22459841 11.22459841
0.163619 2.856709574 5.986615479 9.111492186 11.04038644 11.04038644
0.168157 2.842326594 5.972402373 9.097278901 10.87133471 10.87133471
0.17282 2.828155033 5.958368508 9.08354127 10.71234302 10.71234302
0.177613 2.81394597 5.944296377 9.069645194 10.55959247 10.55959247
0.182538 2.811289623 5.940958067 9.065442485 10.40999916 10.40999916
0.1876 2.81614025 5.94456197 9.067638354 10.26019692 10.26019692
0.192803 2.830928841 5.95732083 9.077890143 10.10575715 10.10575715
0.198149 2.865312127 5.988106828 9.104384874 9.939012991 9.939012991
0.203644 2.923022818 6.040229512 9.14994757 9.740341683 9.740341683
0.209292 3.095532029 6.19772602 9.220620059 9.220620059 9.220620059
0.215096 2.970175346 6.08103973 8.71147134 8.71147134 8.71147134
0.221061 2.915711658 6.029566857 8.459968348 8.459968348 8.459968348
0.227191 2.868771226 5.985333485 8.262548111 8.262548111 8.262548111
0.233491 2.832644496 5.950946576 8.093102371 8.093102371 8.093102371
0.239967 2.806374461 5.925497406 7.9412758 7.9412758 7.9412758
0.246621 2.779258399 5.89936307 7.801799984 7.801799984 7.801799984
0.25346 2.762733354 5.882992978 7.671314121 7.671314121 7.671314121
0.260489 2.74268113 5.863266857 7.547565064 7.547565064 7.547565064
0.267713 2.728438266 5.848883435 7.428887842 7.428887842 7.428887842
0.275137 2.718330896 5.83823272 7.313893028 7.313893028 7.313893028
0.282767 2.714370687 5.833172992 7.201304792 7.201304792 7.201304792
0.290609 2.715195622 5.832415308 7.089821196 7.089821196 7.089821196
0.298668 2.719501769 5.834633852 6.977914423 6.977914423 6.977914423
0.30695 2.735078267 5.846986416 6.86348155 6.86348155 6.86348155
0.315463 2.768515085 5.875391117 6.74303594 6.74303594 6.74303594
0.324211 2.816479324 5.916461549 6.609475931 6.609475931 6.609475931
0.333202 2.906888673 5.995059955 6.440703397 6.440703397 6.440703397
0.342442 3.012423463 5.878766015 5.878766015 5.878766015 5.878766015
0.351938 2.923284473 5.577149136 5.577149136 5.577149136 5.577149136
0.361698 2.867058333 5.380879523 5.380879523 5.380879523 5.380879523
0.371729 2.82208624 5.222731664 5.222731664 5.222731664 5.222731664
0.382037 2.786947548 5.086218748 5.086218748 5.086218748 5.086218748
0.392632 2.753515366 4.964139625 4.964139625 4.964139625 4.964139625
0.40352 2.724692774 4.852611748 4.852611748 4.852611748 4.852611748
0.41471 2.697617751 4.749199333 4.749199333 4.749199333 4.749199333
0.426211 2.670548686 4.652287434 4.652287434 4.652287434 4.652287434
0.43803 2.649412402 4.560733087 4.560733087 4.560733087 4.560733087
0.450178 2.629476776 4.47366756 4.47366756 4.47366756 4.47366756
0.462662 2.61010768 4.390435075 4.390435075 4.390435075 4.390435075
0.475492 2.590799636 4.310506987 4.310506987 4.310506987 4.310506987
0.488678 2.577743831 4.23344082 4.23344082 4.23344082 4.23344082
0.50223 2.560623158 4.158866887 4.158866887 4.158866887 4.158866887
0.516158 2.548922464 4.08646885 4.08646885 4.08646885 4.08646885
0.530472 2.539044219 4.015962119 4.015962119 4.015962119 4.015962119
0.545183 2.530748447 3.947081555 3.947081555 3.947081555 3.947081555
0.560301 2.523850082 3.879574039 3.879574039 3.879574039 3.879574039
0.575839 2.521090137 3.813173115 3.813173115 3.813173115 3.813173115
0.591808 2.5192398 3.74760508 3.74760508 3.74760508 3.74760508
0.60822 2.523971255 3.682557309 3.682557309 3.682557309 3.682557309
0.625087 2.529195406 3.617648647 3.617648647 3.617648647 3.617648647
0.642422 2.543171482 3.552372885 3.552372885 3.552372885 3.552372885
0.660237 2.56257324 3.486012394 3.486012394 3.486012394 3.486012394
0.678547 2.592396919 3.417408152 3.417408152 3.417408152 3.417408152
0.697364 2.636894365 3.344451832 3.344451832 3.344451832 3.344451832
0.716703 2.707158939 3.262324135 3.262324135 3.262324135 3.262324135
0.736578 2.832810372 3.15320708 3.15320708 3.15320708 3.15320708
0.757005 2.742717901 2.742717901 2.742717901 2.742717901 2.742717901
0.777998 2.546317146 2.546317146 2.546317146 2.546317146 2.546317146
0.799573 2.40956085 2.40956085 2.40956085 2.40956085 2.40956085
0.821746 2.298313282 2.298313282 2.298313282 2.298313282 2.298313282
0.844534 2.202341545 2.202341545 2.202341545 2.202341545 2.202341545
0.867955 2.116898324 2.116898324 2.116898324 2.116898324 2.116898324
0.892024 2.039333047 2.039333047 2.039333047 2.039333047 2.039333047
0.916762 1.967951972 1.967951972 1.967951972 1.967951972 1.967951972
0.942185 1.90162779 1.90162779 1.90162779 1.90162779 1.90162779
0.968313 1.839545378 1.839545378 1.839545378 1.839545378 1.839545378
0.995166 1.781095815 1.781095815 1.781095815 1.781095815 1.781095815
1.02276 1.725816354 1.725816354 1.725816354 1.725816354 1.725816354
1.05113 1.673312574 1.673312574 1.673312574 1.673312574 1.673312574
1.08028 1.623316652 1.623316652 1.623316652 1.623316652 1.623316652
1.11023 1.575583481 1.575583481 1.575583481 1.575583481 1.575583481
1.14102 1.529881816 1.529881816 1.529881816 1.529881816 1.529881816
1.17266 1.486056883 1.486056883 1.486056883 1.486056883 1.486056883
1.20518 1.443953126 1.443953126 1.443953126 1.443953126 1.443953126
1.23861 1.403435263 1.403435263 1.403435263 1.403435263 1.403435263
1.27295 1.364422575 1.364422575 1.364422575 1.364422575 1.364422575
1.30826 1.326778642 1.326778642 1.326778642 1.326778642 1.326778642
1.34454 1.290443272 1.290443272 1.290443272 1.290443272 1.290443272
1.38182 1.25533794 1.25533794 1.25533794 1.25533794 1.25533794
1.42014 1.221380049 1.221380049 1.221380049 1.221380049 1.221380049
1.45953 1.188510481 1.188510481 1.188510481 1.188510481 1.188510481
1.5 1.156686952 1.156686952 1.156686952 1.156686952 1.156686952
1.5 1.156686957 1.156686957 1.156686957 1.156686957 1.156686957
1.52902 1.134980746 1.134980746 1.134980746 1.134980746 1.134980746
1.5586 0.3944384465 0.3944399037 1.113744927 1.113744927 1.113744927
1.58876 1.092950549 1.092950549 1.092950549 1.092950549 1.092950549
1.6195 1.072599787 1.072599787 1.072599787 1.072599787 1.072599787
1.65083 1.052673136 1.052673136 1.052673136 1.052673136 1.052673136
1.68277 1.033157713 1.033157713 1.033157713 1.033157713 1.033157713
1.71533 0.7699950816 0.7699951062 1.014038824 1.014038824 1.014038824
1.74852 0.9953093474 0.9953093474 0.9953093474 0.9953093474 0.9953093474
1.78235 0.9769549423 0.9769549423 0.9769549423 0.9769549423 0.9769549423
1.81683 0.9589700719 0.9589700719 0.9589700719 0.9589700719 0.9589700719
1.85198 0.9413401237 0.9413401237 0.9413401237 0.9413401237 0.9413401237
1.88781 0.9240569341 0.9240569341 0.9240569341 0.9240569341 0.9240569341
1.92434 0.9071081769 0.9071081769 0.9071081769 0.9071081769 0.9071081769
1.96157 0.8904912077 0.8904912077 0.8904912077 0.8904912077 0.8904912077
1.99952 0.8741949146 0.8741949146 0.8741949146 0.8741949146 0.8741949146
2.03821 0.8582090831 0.8582090831 0.8582090831 0.8582090831 0.8582090831
2.07764 0.842532314 0.842532314 0.842532314 0.842532314 0.842532314
2.11784 0.8271515788 0.8271515788 0.8271515788 0.8271515788 0.8271515788
2.15881 0.8120653296 0.8120653296 0.8120653296 0.8120653296 0.8120653296
2.20058 0.7972589359 0.7972589359 0.7972589359 0.7972589359 0.7972589359
2.24316 0.7827313972 0.7827313972 0.7827313972 0.7827313972 0.7827313972
2.28656 0.7684755893 0.7684755893 0.7684755893 0.7684755893 0.7684755893
2.3308 0.7544861407 0.7544861407 0.7544861407 0.7544861407 0.7544861407
2.37589 0.7407571837 0.7407571837 0.7407571837 0.7407571837 0.7407571837
2.42186 0.7272816249 0.7272816249 0.7272816249 0.7272816249 0.7272816249
2.46872 0.7140534545 0.7140534545 0.7140534545 0.7140534545 0.7140534545
