-1.995000000000000107e+00 -1.049999999999999822e-01
-1.995000000000000107e+00 -9.100000000000019185e-02
-1.995000000000000107e+00 -7.699999999999995737e-02
-1.995000000000000107e+00 -6.300000000000016698e-02
-1.995000000000000107e+00 -4.899999999999993250e-02
-1.995000000000000107e+00 -3.500000000000014211e-02
-1.995000000000000107e+00 -2.099999999999990763e-02
-1.995000000000000107e+00 -7.000000000000117240e-03
-1.981000000000000094e+00 -1.470000000000000195e-01
-1.981000000000000094e+00 -1.330000000000000071e-01
-1.981000000000000094e+00 -1.189999999999999947e-01
-1.981000000000000094e+00 -1.049999999999999822e-01
-1.967000000000000082e+00 -1.890000000000000568e-01
-1.967000000000000082e+00 -1.750000000000000444e-01
-1.967000000000000082e+00 -1.610000000000000320e-01
-1.967000000000000082e+00 -1.470000000000000195e-01
-1.953000000000000069e+00 -2.170000000000000817e-01
-1.953000000000000069e+00 -2.030000000000000693e-01
-1.953000000000000069e+00 -1.890000000000000568e-01
-1.939000000000000057e+00 -2.450000000000001066e-01
-1.939000000000000057e+00 -2.310000000000000941e-01
-1.939000000000000057e+00 -2.170000000000000817e-01
-1.925000000000000044e+00 -2.730000000000001315e-01
-1.925000000000000044e+00 -2.590000000000001190e-01
-1.925000000000000044e+00 -2.450000000000001066e-01
-1.911000000000000032e+00 -2.870000000000001439e-01
-1.911000000000000032e+00 -2.730000000000001315e-01
-1.897000000000000020e+00 -3.149999999999999467e-01
-1.897000000000000020e+00 -3.010000000000001563e-01
-1.897000000000000020e+00 -2.870000000000001439e-01
-1.883000000000000007e+00 -3.289999999999999591e-01
-1.883000000000000007e+00 -3.149999999999999467e-01
-1.868999999999999995e+00 -3.429999999999999716e-01
-1.868999999999999995e+00 -3.289999999999999591e-01
-1.854999999999999982e+00 -3.569999999999999840e-01
-1.854999999999999982e+00 -3.429999999999999716e-01
-1.841000000000000192e+00 -3.709999999999999964e-01
-1.841000000000000192e+00 -3.569999999999999840e-01
-1.826999999999999957e+00 -3.850000000000000089e-01
-1.826999999999999957e+00 -3.709999999999999964e-01
-1.813000000000000167e+00 -3.990000000000000213e-01
-1.813000000000000167e+00 -3.850000000000000089e-01
-1.799000000000000155e+00 -4.130000000000000338e-01
-1.799000000000000155e+00 -3.990000000000000213e-01
-1.785000000000000142e+00 -4.270000000000000462e-01
-1.785000000000000142e+00 -4.130000000000000338e-01
-1.771000000000000130e+00 -4.270000000000000462e-01
-1.771000000000000130e+00 -4.130000000000000338e-01
-1.757000000000000117e+00 -4.410000000000000586e-01
-1.757000000000000117e+00 -4.270000000000000462e-01
-1.743000000000000105e+00 -4.550000000000000711e-01
-1.743000000000000105e+00 -4.410000000000000586e-01
-1.729000000000000092e+00 -4.550000000000000711e-01
-1.729000000000000092e+00 -4.410000000000000586e-01
-1.715000000000000080e+00 -4.690000000000000835e-01
-1.715000000000000080e+00 -4.550000000000000711e-01
-1.701000000000000068e+00 -4.830000000000000959e-01
-1.701000000000000068e+00 -4.690000000000000835e-01
-1.687000000000000055e+00 -4.830000000000000959e-01
-1.687000000000000055e+00 -4.690000000000000835e-01
-1.673000000000000043e+00 -4.970000000000001084e-01
-1.673000000000000043e+00 -4.830000000000000959e-01
-1.659000000000000030e+00 -4.970000000000001084e-01
-1.659000000000000030e+00 -4.830000000000000959e-01
-1.645000000000000018e+00 -5.110000000000001208e-01
-1.645000000000000018e+00 -4.970000000000001084e-01
-1.631000000000000005e+00 -5.110000000000001208e-01
-1.631000000000000005e+00 -4.970000000000001084e-01
-1.616999999999999993e+00 -5.250000000000001332e-01
-1.616999999999999993e+00 -5.110000000000001208e-01
-1.603000000000000203e+00 -5.250000000000001332e-01
-1.603000000000000203e+00 -5.110000000000001208e-01
-1.588999999999999968e+00 -5.390000000000001457e-01
-1.588999999999999968e+00 -5.250000000000001332e-01
-1.575000000000000178e+00 -5.390000000000001457e-01
-1.575000000000000178e+00 -5.250000000000001332e-01
-1.560999999999999943e+00 -5.390000000000001457e-01
-1.560999999999999943e+00 -5.250000000000001332e-01
-1.547000000000000153e+00 -5.530000000000001581e-01
-1.547000000000000153e+00 -5.390000000000001457e-01
-1.532999999999999918e+00 -5.530000000000001581e-01
-1.532999999999999918e+00 -5.390000000000001457e-01
-1.519000000000000128e+00 -5.530000000000001581e-01
-1.519000000000000128e+00 -5.390000000000001457e-01
-1.505000000000000115e+00 -5.530000000000001581e-01
-1.505000000000000115e+00 -5.390000000000001457e-01
-1.491000000000000103e+00 -5.669999999999999485e-01
-1.491000000000000103e+00 -5.530000000000001581e-01
-1.477000000000000091e+00 -5.669999999999999485e-01
-1.477000000000000091e+00 -5.530000000000001581e-01
-1.463000000000000078e+00 -5.669999999999999485e-01
-1.463000000000000078e+00 -5.530000000000001581e-01
-1.449000000000000066e+00 -5.669999999999999485e-01
-1.449000000000000066e+00 -5.530000000000001581e-01
-1.435000000000000053e+00 -5.669999999999999485e-01
-1.435000000000000053e+00 -5.530000000000001581e-01
-1.421000000000000041e+00 -5.809999999999999609e-01
-1.421000000000000041e+00 -5.669999999999999485e-01
-1.407000000000000028e+00 -5.809999999999999609e-01
-1.407000000000000028e+00 -5.669999999999999485e-01
-1.393000000000000238e+00 -5.809999999999999609e-01
-1.393000000000000238e+00 -5.669999999999999485e-01
-1.379000000000000004e+00 -5.809999999999999609e-01
-1.379000000000000004e+00 -5.669999999999999485e-01
-1.365000000000000213e+00 -5.809999999999999609e-01
-1.365000000000000213e+00 -5.669999999999999485e-01
-1.350999999999999979e+00 -5.809999999999999609e-01
-1.350999999999999979e+00 -5.669999999999999485e-01
-1.337000000000000188e+00 -5.809999999999999609e-01
-1.337000000000000188e+00 -5.669999999999999485e-01
-1.322999999999999954e+00 -5.809999999999999609e-01
-1.322999999999999954e+00 -5.669999999999999485e-01
-1.309000000000000163e+00 -5.809999999999999609e-01
-1.309000000000000163e+00 -5.669999999999999485e-01
-1.294999999999999929e+00 -5.809999999999999609e-01
-1.294999999999999929e+00 -5.669999999999999485e-01
-1.281000000000000139e+00 -5.809999999999999609e-01
-1.281000000000000139e+00 -5.669999999999999485e-01
-1.267000000000000126e+00 -5.809999999999999609e-01
-1.267000000000000126e+00 -5.669999999999999485e-01
-1.253000000000000114e+00 -5.809999999999999609e-01
-1.253000000000000114e+00 -5.669999999999999485e-01
-1.239000000000000101e+00 -5.809999999999999609e-01
-1.239000000000000101e+00 -5.669999999999999485e-01
-1.225000000000000089e+00 -5.809999999999999609e-01
-1.225000000000000089e+00 -5.669999999999999485e-01
-1.211000000000000076e+00 -5.809999999999999609e-01
-1.211000000000000076e+00 -5.669999999999999485e-01
-1.197000000000000064e+00 -5.809999999999999609e-01
-1.197000000000000064e+00 -5.669999999999999485e-01
-1.183000000000000052e+00 -5.809999999999999609e-01
-1.183000000000000052e+00 -5.669999999999999485e-01
-1.169000000000000039e+00 -5.809999999999999609e-01
-1.169000000000000039e+00 -5.669999999999999485e-01
-1.155000000000000027e+00 -5.809999999999999609e-01
-1.155000000000000027e+00 -5.669999999999999485e-01
-1.155000000000000027e+00 -5.530000000000001581e-01
-1.141000000000000014e+00 -5.669999999999999485e-01
-1.141000000000000014e+00 -5.530000000000001581e-01
-1.127000000000000224e+00 -5.669999999999999485e-01
-1.127000000000000224e+00 -5.530000000000001581e-01
-1.112999999999999989e+00 -5.669999999999999485e-01
